,Machine,Start,Finish,Duration,job_id
127,2.0,2728.0,2738.0,10.0,27
128,2.0,525.0,574.0,49.0,28
129,2.0,2659.0,2728.0,69.0,29
130,2.0,1112.0,1193.0,81.0,30
131,2.0,129.0,204.0,75.0,31
132,2.0,985.0,995.0,10.0,32
133,2.0,1884.0,1913.0,29.0,33
134,2.0,463.0,525.0,62.0,34
135,2.0,1598.0,1654.0,56.0,35
136,2.0,398.0,463.0,65.0,36
137,2.0,2536.0,2601.0,65.0,37
138,2.0,1193.0,1228.0,35.0,38
139,2.0,866.0,888.0,22.0,39
140,2.0,2327.0,2366.0,39.0,40
141,2.0,2167.0,2203.0,36.0,41
142,2.0,1913.0,1981.0,68.0,42
143,2.0,1981.0,2076.0,95.0,43
144,2.0,615.0,639.0,24.0,44
145,2.0,204.0,236.0,32.0,45
146,2.0,1399.0,1497.0,98.0,46
147,2.0,1044.0,1112.0,68.0,47
148,2.0,1788.0,1884.0,96.0,48
149,2.0,245.0,312.0,67.0,49
150,3.0,1782.0,1857.0,75.0,0
151,3.0,1613.0,1690.0,77.0,1
152,3.0,2416.0,2420.0,4.0,2
153,3.0,1857.0,1934.0,77.0,3
154,3.0,2460.0,2523.0,63.0,4
155,3.0,2616.0,2655.0,39.0,5
156,3.0,338.0,408.0,70.0,6
157,3.0,2523.0,2539.0,16.0,7
158,3.0,1579.0,1613.0,34.0,8
159,3.0,1934.0,2013.0,79.0,9
160,3.0,129.0,212.0,83.0,10
161,3.0,2539.0,2616.0,77.0,11
162,3.0,980.0,998.0,18.0,12
163,3.0,2142.0,2179.0,37.0,13
164,3.0,821.0,830.0,9.0,14
165,3.0,659.0,733.0,74.0,15
166,3.0,2242.0,2338.0,96.0,16
167,3.0,2694.0,2723.0,29.0,17
168,3.0,1344.0,1389.0,45.0,18
169,3.0,830.0,888.0,58.0,19
170,3.0,1306.0,1315.0,9.0,20
171,3.0,2396.0,2416.0,20.0,21
172,3.0,1399.0,1469.0,70.0,22
173,3.0,1543.0,1569.0,26.0,23
174,3.0,888.0,908.0,20.0,24
175,3.0,2179.0,2242.0,63.0,25
176,3.0,474.0,489.0,15.0,26
177,3.0,2741.0,2743.0,2.0,27
178,3.0,613.0,659.0,46.0,28
179,3.0,2728.0,2741.0,13.0,29
180,3.0,1193.0,1221.0,28.0,30
181,3.0,212.0,308.0,96.0,31
182,3.0,998.0,1096.0,98.0,32
183,3.0,2037.0,2097.0,60.0,33
184,3.0,525.0,613.0,88.0,34
185,3.0,1690.0,1782.0,92.0,35
186,3.0,489.0,521.0,32.0,36
187,3.0,2655.0,2694.0,39.0,37
188,3.0,1228.0,1306.0,78.0,38
189,3.0,908.0,980.0,72.0,39
190,3.0,2420.0,2460.0,40.0,40
191,3.0,2338.0,2396.0,58.0,41
192,3.0,2097.0,2106.0,9.0,42
193,3.0,2106.0,2142.0,36.0,43
194,3.0,733.0,821.0,88.0,44
195,3.0,308.0,338.0,30.0,45
196,3.0,1497.0,1507.0,10.0,46
197,3.0,1112.0,1138.0,26.0,47
198,3.0,2013.0,2037.0,24.0,48
199,3.0,408.0,474.0,66.0,49
200,4.0,1857.0,1878.0,21.0,0
201,4.0,1690.0,1691.0,1.0,1
202,4.0,2555.0,2607.0,52.0,2
203,4.0,1934.0,1964.0,30.0,3
204,4.0,2616.0,2623.0,7.0,4
205,4.0,2675.0,2691.0,16.0,5
206,4.0,434.0,488.0,54.0,6
207,4.0,2623.0,2642.0,19.0,7
208,4.0,1669.0,1689.0,20.0,8
209,4.0,2013.0,2094.0,81.0,9
210,4.0,212.0,311.0,99.0,10
211,4.0,2642.0,2675.0,33.0,11
212,4.0,1102.0,1135.0,33.0,12
213,4.0,2274.0,2297.0,23.0,13
214,4.0,841.0,899.0,58.0,14
215,4.0,733.0,750.0,17.0,15
216,4.0,2338.0,2364.0,26.0,16
217,4.0,2723.0,2754.0,31.0,17
218,4.0,1406.0,1500.0,94.0,18
219,4.0,899.0,992.0,93.0,19
220,4.0,1403.0,1406.0,3.0,20
221,4.0,2464.0,2555.0,91.0,21
222,4.0,1500.0,1530.0,30.0,22
223,4.0,1629.0,1669.0,40.0,23
224,4.0,992.0,1083.0,91.0,24
225,4.0,2297.0,2302.0,5.0,25
226,4.0,525.0,604.0,79.0,26
227,4.0,2829.0,2870.0,41.0,27
228,4.0,719.0,721.0,2.0,28
229,4.0,2754.0,2829.0,75.0,29
230,4.0,1221.0,1272.0,51.0,30
231,4.0,311.0,379.0,68.0,31
232,4.0,1135.0,1152.0,17.0,32
233,4.0,2171.0,2218.0,47.0,33
234,4.0,666.0,719.0,53.0,34
235,4.0,1782.0,1844.0,62.0,35
236,4.0,604.0,666.0,62.0,36
237,4.0,2694.0,2701.0,7.0,37
238,4.0,1306.0,1403.0,97.0,38
239,4.0,1083.0,1102.0,19.0,39
240,4.0,2607.0,2616.0,9.0,40
241,4.0,2396.0,2464.0,68.0,41
242,4.0,2218.0,2242.0,24.0,42
243,4.0,2242.0,2274.0,32.0,43
244,4.0,821.0,841.0,20.0,44
245,4.0,379.0,434.0,55.0,45
246,4.0,1530.0,1629.0,99.0,46
247,4.0,1152.0,1179.0,27.0,47
248,4.0,2094.0,2171.0,77.0,48
249,4.0,488.0,525.0,37.0,49
250,5.0,1940.0,2006.0,66.0,0
251,5.0,1722.0,1800.0,78.0,1
252,5.0,2694.0,2726.0,32.0,2
253,5.0,2006.0,2087.0,81.0,3
254,5.0,2781.0,2823.0,42.0,4
255,5.0,2970.0,3025.0,55.0,5
256,5.0,514.0,579.0,65.0,6
257,5.0,2823.0,2909.0,86.0,7
258,5.0,1689.0,1722.0,33.0,8
259,5.0,2094.0,2101.0,7.0,9
260,5.0,311.0,365.0,54.0,10
261,5.0,2909.0,2970.0,61.0,11
262,5.0,1176.0,1202.0,26.0,12
263,5.0,2457.0,2484.0,27.0,13
264,5.0,921.0,1003.0,82.0,14
265,5.0,766.0,785.0,19.0,15
266,5.0,2542.0,2606.0,64.0,16
267,5.0,3072.0,3127.0,55.0,17
268,5.0,1500.0,1517.0,17.0,18
269,5.0,1003.0,1033.0,30.0,19
270,5.0,1446.0,1491.0,45.0,20
271,5.0,2669.0,2694.0,25.0,21
272,5.0,1530.0,1620.0,90.0,22
273,5.0,1669.0,1672.0,3.0,23
274,5.0,1083.0,1150.0,67.0,24
275,5.0,2484.0,2542.0,58.0,25
276,5.0,647.0,720.0,73.0,26
277,5.0,3150.0,3188.0,38.0,27
278,5.0,743.0,766.0,23.0,28
279,5.0,3127.0,3150.0,23.0,29
280,5.0,1337.0,1389.0,52.0,30
281,5.0,379.0,436.0,57.0,31
282,5.0,1202.0,1294.0,92.0,32
283,5.0,2228.0,2318.0,90.0,33
284,5.0,729.0,743.0,14.0,34
285,5.0,1844.0,1940.0,96.0,35
286,5.0,720.0,729.0,9.0,36
287,5.0,3025.0,3072.0,47.0,37
288,5.0,1403.0,1446.0,43.0,38
289,5.0,1150.0,1176.0,26.0,39
290,5.0,2726.0,2781.0,55.0,40
291,5.0,2606.0,2669.0,63.0,41
292,5.0,2318.0,2378.0,60.0,42
293,5.0,2378.0,2457.0,79.0,43
294,5.0,841.0,921.0,80.0,44
295,5.0,436.0,514.0,78.0,45
296,5.0,1629.0,1633.0,4.0,46
297,5.0,1294.0,1337.0,43.0,47
298,5.0,2171.0,2228.0,57.0,48
299,5.0,579.0,647.0,68.0,49
300,6.0,2006.0,2011.0,5.0,0
301,6.0,1864.0,1949.0,85.0,1
302,6.0,2804.0,2901.0,97.0,2
303,6.0,2087.0,2089.0,2.0,3
304,6.0,2962.0,3060.0,98.0,4
305,6.0,3179.0,3252.0,73.0,5
306,6.0,579.0,599.0,20.0,6
307,6.0,3060.0,3102.0,42.0,7
308,6.0,1787.0,1864.0,77.0,8
309,6.0,2101.0,2194.0,93.0,9
310,6.0,365.0,406.0,41.0,10
311,6.0,3102.0,3179.0,77.0,11
312,6.0,1202.0,1217.0,15.0,12
313,6.0,2484.0,2512.0,28.0,13
314,6.0,1003.0,1027.0,24.0,14
315,6.0,881.0,915.0,34.0,15
316,6.0,2606.0,2651.0,45.0,16
317,6.0,3297.0,3364.0,67.0,17
318,6.0,1564.0,1582.0,18.0,18
319,6.0,1033.0,1081.0,48.0,19
320,6.0,1505.0,1564.0,59.0,20
321,6.0,2757.0,2804.0,47.0,21
322,6.0,1620.0,1637.0,17.0,22
323,6.0,1717.0,1787.0,70.0,23
324,6.0,1150.0,1169.0,19.0,24
325,6.0,2542.0,2589.0,47.0,25
326,6.0,720.0,771.0,51.0,26
327,6.0,3462.0,3498.0,36.0,27
328,6.0,858.0,881.0,23.0,28
329,6.0,3364.0,3462.0,98.0,29
330,6.0,1405.0,1462.0,57.0,30
331,6.0,436.0,459.0,23.0,31
332,6.0,1294.0,1376.0,82.0,32
333,6.0,2318.0,2324.0,6.0,33
334,6.0,789.0,858.0,69.0,34
335,6.0,1949.0,2005.0,56.0,35
336,6.0,771.0,789.0,18.0,36
337,6.0,3252.0,3297.0,45.0,37
338,6.0,1462.0,1505.0,43.0,38
339,6.0,1176.0,1199.0,23.0,39
340,6.0,2901.0,2962.0,61.0,40
341,6.0,2669.0,2757.0,88.0,41
342,6.0,2378.0,2445.0,67.0,42
343,6.0,2457.0,2473.0,16.0,43
344,6.0,921.0,1001.0,80.0,44
345,6.0,514.0,575.0,61.0,45
346,6.0,1637.0,1717.0,80.0,46
347,6.0,1376.0,1405.0,29.0,47
348,6.0,2228.0,2272.0,44.0,48
349,6.0,647.0,684.0,37.0,49
350,7.0,2012.0,2083.0,71.0,0
351,7.0,1950.0,2009.0,59.0,1
352,7.0,2901.0,2912.0,11.0,2
353,7.0,2089.0,2138.0,49.0,3
354,7.0,3060.0,3154.0,94.0,4
355,7.0,3265.0,3349.0,84.0,5
356,7.0,651.0,692.0,41.0,6
357,7.0,3154.0,3244.0,90.0,7
358,7.0,1864.0,1950.0,86.0,8
359,7.0,2194.0,2256.0,62.0,9
360,7.0,406.0,465.0,59.0,10
361,7.0,3244.0,3265.0,21.0,11
362,7.0,1405.0,1479.0,74.0,12
363,7.0,2541.0,2626.0,85.0,13
364,7.0,1166.0,1206.0,40.0,14
365,7.0,1075.0,1085.0,10.0,15
366,7.0,2651.0,2701.0,50.0,16
367,7.0,3397.0,3406.0,9.0,17
368,7.0,1626.0,1693.0,67.0,18
369,7.0,1206.0,1290.0,84.0,19
370,7.0,1606.0,1626.0,20.0,20
371,7.0,2804.0,2881.0,77.0,21
372,7.0,1693.0,1747.0,54.0,22
373,7.0,1787.0,1794.0,7.0,23
374,7.0,1290.0,1316.0,26.0,24
375,7.0,2626.0,2634.0,8.0,25
376,7.0,771.0,853.0,82.0,26
377,7.0,3547.0,3587.0,40.0,27
378,7.0,1003.0,1075.0,72.0,28
379,7.0,3462.0,3547.0,85.0,29
380,7.0,1532.0,1568.0,36.0,30
381,7.0,465.0,479.0,14.0,31
382,7.0,1479.0,1489.0,10.0,32
383,7.0,2324.0,2355.0,31.0,33
384,7.0,943.0,1003.0,60.0,34
385,7.0,2009.0,2012.0,3.0,35
386,7.0,853.0,943.0,90.0,36
387,7.0,3349.0,3397.0,48.0,37
388,7.0,1568.0,1606.0,38.0,38
389,7.0,1316.0,1405.0,89.0,39
390,7.0,2962.0,2995.0,33.0,40
391,7.0,2757.0,2796.0,39.0,41
392,7.0,2445.0,2464.0,19.0,42
393,7.0,2473.0,2541.0,68.0,43
394,7.0,1085.0,1166.0,81.0,44
395,7.0,575.0,651.0,76.0,45
396,7.0,1747.0,1771.0,24.0,46
397,7.0,1489.0,1532.0,43.0,47
398,7.0,2272.0,2274.0,2.0,48
399,7.0,692.0,750.0,58.0,49
400,8.0,2234.0,2249.0,15.0,0
401,8.0,2076.0,2149.0,73.0,1
402,8.0,2912.0,2958.0,46.0,2
403,8.0,2249.0,2324.0,75.0,3
404,8.0,3154.0,3197.0,43.0,4
405,8.0,3365.0,3391.0,26.0,5
406,8.0,747.0,767.0,20.0,6
407,8.0,3244.0,3302.0,58.0,7
408,8.0,2020.0,2076.0,56.0,8
409,8.0,2324.0,2325.0,1.0,9
410,8.0,465.0,466.0,1.0,10
411,8.0,3302.0,3365.0,63.0,11
412,8.0,1479.0,1522.0,43.0,12
413,8.0,2626.0,2672.0,46.0,13
414,8.0,1293.0,1325.0,32.0,14
415,8.0,1120.0,1202.0,82.0,15
416,8.0,2728.0,2750.0,22.0,16
417,8.0,3416.0,3435.0,19.0,17
418,8.0,1884.0,1900.0,16.0,18
419,8.0,1325.0,1410.0,85.0,19
420,8.0,1802.0,1884.0,82.0,20
421,8.0,2881.0,2887.0,6.0,21
422,8.0,1900.0,1985.0,85.0,22
423,8.0,1987.0,2020.0,33.0,23
424,8.0,1410.0,1439.0,29.0,24
425,8.0,2672.0,2728.0,56.0,25
426,8.0,853.0,907.0,54.0,26
427,8.0,3587.0,3595.0,8.0,27
428,8.0,1107.0,1120.0,13.0,28
429,8.0,3547.0,3550.0,3.0,29
430,8.0,1688.0,1751.0,63.0,30
431,8.0,479.0,553.0,74.0,31
432,8.0,1522.0,1609.0,87.0,32
433,8.0,2371.0,2393.0,22.0,33
434,8.0,1018.0,1107.0,89.0,34
435,8.0,2149.0,2234.0,85.0,35
436,8.0,943.0,1018.0,75.0,36
437,8.0,3397.0,3416.0,19.0,37
438,8.0,1751.0,1802.0,51.0,38
439,8.0,1439.0,1445.0,6.0,39
440,8.0,2995.0,3047.0,52.0,40
441,8.0,2796.0,2814.0,18.0,41
442,8.0,2464.0,2516.0,52.0,42
443,8.0,2541.0,2601.0,60.0,43
444,8.0,1202.0,1293.0,91.0,44
445,8.0,651.0,747.0,96.0,45
446,8.0,1985.0,1987.0,2.0,46
447,8.0,1609.0,1688.0,79.0,47
448,8.0,2325.0,2371.0,46.0,48
449,8.0,767.0,851.0,84.0,49
450,9.0,2460.0,2505.0,45.0,0
451,9.0,2404.0,2454.0,50.0,1
452,9.0,2958.0,3015.0,57.0,2
453,9.0,2505.0,2509.0,4.0,3
454,9.0,3197.0,3202.0,5.0,4
455,9.0,3391.0,3405.0,14.0,5
456,9.0,837.0,932.0,95.0,6
457,9.0,3302.0,3324.0,22.0,7
458,9.0,2331.0,2404.0,73.0,8
459,9.0,2509.0,2575.0,66.0,9
460,9.0,466.0,560.0,94.0,10
461,9.0,3365.0,3376.0,11.0,11
462,9.0,1711.0,1786.0,75.0,12
463,9.0,2746.0,2776.0,30.0,13
464,9.0,1425.0,1520.0,95.0,14
465,9.0,1306.0,1376.0,70.0,15
466,9.0,2803.0,2819.0,16.0,16
467,9.0,3438.0,3456.0,18.0,17
468,9.0,2090.0,2135.0,45.0,18
469,9.0,1520.0,1548.0,28.0,19
470,9.0,2004.0,2090.0,86.0,20
471,9.0,2887.0,2893.0,6.0,21
472,9.0,2135.0,2145.0,10.0,22
473,9.0,2239.0,2331.0,92.0,23
474,9.0,1548.0,1633.0,85.0,24
475,9.0,2776.0,2803.0,27.0,25
476,9.0,1010.0,1090.0,80.0,26
477,9.0,3595.0,3601.0,6.0,27
478,9.0,1210.0,1306.0,96.0,28
479,9.0,3550.0,3561.0,11.0,29
480,9.0,1902.0,1973.0,71.0,30
481,9.0,560.0,652.0,92.0,31
482,9.0,1786.0,1850.0,64.0,32
483,9.0,2619.0,2651.0,32.0,33
484,9.0,1147.0,1210.0,63.0,34
485,9.0,2454.0,2460.0,6.0,35
486,9.0,1090.0,1147.0,57.0,36
487,9.0,3416.0,3438.0,22.0,37
488,9.0,1973.0,2004.0,31.0,38
489,9.0,1633.0,1711.0,78.0,39
490,9.0,3047.0,3096.0,49.0,40
491,9.0,2819.0,2850.0,31.0,41
492,9.0,2651.0,2731.0,80.0,42
493,9.0,2731.0,2746.0,15.0,43
494,9.0,1376.0,1425.0,49.0,44
495,9.0,747.0,837.0,90.0,45
496,9.0,2145.0,2239.0,94.0,46
497,9.0,1850.0,1902.0,52.0,47
498,9.0,2575.0,2619.0,44.0,48
499,9.0,932.0,1010.0,78.0,49
