,Machine,Start,Finish,Duration,job_id
0,0.0,39.0,57.0,18.0,0
1,0.0,2686.0,2763.0,77.0,1
2,0.0,546.0,619.0,73.0,2
3,0.0,1152.0,1243.0,91.0,3
4,0.0,1716.0,1812.0,96.0,4
5,0.0,14.0,24.0,10.0,5
6,0.0,851.0,909.0,58.0,6
7,0.0,109.0,179.0,70.0,7
8,0.0,504.0,546.0,42.0,8
9,0.0,1292.0,1313.0,21.0,9
10,0.0,24.0,35.0,11.0,10
11,0.0,2125.0,2213.0,88.0,11
12,0.0,1625.0,1716.0,91.0,12
13,0.0,2257.0,2335.0,78.0,13
14,0.0,434.0,504.0,70.0,14
15,0.0,284.0,337.0,53.0,15
16,0.0,383.0,434.0,51.0,16
17,0.0,1450.0,1546.0,96.0,17
18,0.0,2468.0,2495.0,27.0,18
19,0.0,57.0,104.0,47.0,19
20,0.0,1903.0,1933.0,30.0,20
21,0.0,753.0,790.0,37.0,21
22,0.0,2062.0,2125.0,63.0,22
23,0.0,790.0,851.0,61.0,23
24,0.0,1067.0,1140.0,73.0,24
25,0.0,909.0,989.0,80.0,25
26,0.0,104.0,109.0,5.0,26
27,0.0,671.0,753.0,82.0,27
28,0.0,1243.0,1292.0,49.0,28
29,0.0,2213.0,2224.0,11.0,29
30,0.0,1546.0,1625.0,79.0,30
31,0.0,989.0,1067.0,78.0,31
32,0.0,2579.0,2636.0,57.0,32
33,0.0,237.0,284.0,47.0,33
34,0.0,1812.0,1903.0,91.0,34
35,0.0,1970.0,2062.0,92.0,35
36,0.0,2335.0,2429.0,94.0,36
37,0.0,2224.0,2257.0,33.0,37
38,0.0,619.0,671.0,52.0,38
39,0.0,1140.0,1152.0,12.0,39
40,0.0,1933.0,1970.0,37.0,40
41,0.0,1313.0,1360.0,47.0,41
42,0.0,2429.0,2468.0,39.0,42
43,0.0,35.0,39.0,4.0,43
44,0.0,2636.0,2686.0,50.0,44
45,0.0,1360.0,1450.0,90.0,45
46,0.0,179.0,237.0,58.0,46
47,0.0,337.0,383.0,46.0,47
48,0.0,0.0,14.0,14.0,48
49,0.0,2495.0,2579.0,84.0,49
50,1.0,142.0,239.0,97.0,0
51,1.0,2835.0,2884.0,49.0,1
52,1.0,619.0,652.0,33.0,2
53,1.0,1286.0,1334.0,48.0,3
54,1.0,1812.0,1880.0,68.0,4
55,1.0,45.0,81.0,36.0,5
56,1.0,947.0,1013.0,66.0,6
57,1.0,354.0,360.0,6.0,7
58,1.0,546.0,600.0,54.0,8
59,1.0,1361.0,1377.0,16.0,9
60,1.0,81.0,88.0,7.0,10
61,1.0,2213.0,2248.0,35.0,11
62,1.0,1716.0,1780.0,64.0,12
63,1.0,2362.0,2380.0,18.0,13
64,1.0,504.0,512.0,8.0,14
65,1.0,383.0,444.0,61.0,15
66,1.0,452.0,493.0,41.0,16
67,1.0,1546.0,1611.0,65.0,17
68,1.0,2549.0,2620.0,71.0,18
69,1.0,239.0,273.0,34.0,19
70,1.0,1994.0,2029.0,35.0,20
71,1.0,790.0,882.0,92.0,21
72,1.0,2125.0,2195.0,70.0,22
73,1.0,882.0,947.0,65.0,23
74,1.0,1140.0,1216.0,76.0,24
75,1.0,1013.0,1084.0,71.0,25
76,1.0,273.0,354.0,81.0,26
77,1.0,753.0,785.0,32.0,27
78,1.0,1334.0,1361.0,27.0,28
79,1.0,2248.0,2343.0,95.0,29
80,1.0,1625.0,1674.0,49.0,30
81,1.0,1084.0,1135.0,51.0,31
82,1.0,2718.0,2783.0,65.0,32
83,1.0,366.0,383.0,17.0,33
84,1.0,1903.0,1994.0,91.0,34
85,1.0,2096.0,2119.0,23.0,35
86,1.0,2429.0,2446.0,17.0,36
87,1.0,2343.0,2362.0,19.0,37
88,1.0,671.0,699.0,28.0,38
89,1.0,1216.0,1286.0,70.0,39
90,1.0,2029.0,2096.0,67.0,40
91,1.0,1377.0,1417.0,40.0,41
92,1.0,2468.0,2549.0,81.0,42
93,1.0,88.0,142.0,54.0,43
94,1.0,2783.0,2835.0,52.0,44
95,1.0,1450.0,1488.0,38.0,45
96,1.0,360.0,366.0,6.0,46
97,1.0,444.0,452.0,8.0,47
98,1.0,14.0,45.0,31.0,48
99,1.0,2620.0,2718.0,98.0,49
100,2.0,316.0,330.0,14.0,0
101,2.0,2909.0,2926.0,17.0,1
